time,I
0.054417,69.77
0.158411,69.77
0.259069,69.77
0.360259,69.77
0.460677,69.77
0.561050,69.77
0.662701,69.77
0.763854,69.77
0.865558,69.77
0.968485,69.77
1.070437,69.77
1.171266,69.77
1.273011,69.77
1.375299,69.77
1.477550,69.77
1.579660,69.77
1.680582,69.77
1.781336,69.77
1.883289,69.77
1.985902,69.77
2.086950,69.77
2.188831,69.77
2.290332,69.77
2.391906,69.77
2.493725,69.77
2.595050,69.77
2.697503,69.77
2.798537,69.77
2.900016,69.77
3.002964,69.77
3.104576,69.77
3.205690,69.77
3.306085,69.77
3.407822,69.77
3.509698,69.77
3.612330,69.77
3.714372,69.77
3.816868,69.77
3.918489,69.77
4.020268,69.77
4.121264,69.77
4.222711,69.77
4.325029,69.77
4.426939,69.77
4.528256,69.77
4.630296,69.77
4.732601,69.77
4.834241,69.77
4.935896,69.77
5.038294,69.77
5.139635,69.77
5.240713,69.77
5.342054,69.77
5.443415,69.77
5.545891,69.77
5.647942,69.77
5.750390,69.77
5.851845,69.77
5.952867,69.77
6.054377,69.77
6.155663,69.77
6.257585,69.77
6.359153,69.77
6.461105,69.77
6.563575,69.77
6.665251,69.77
6.767311,69.77
6.869363,69.77
6.971562,69.77
7.073387,69.77
7.175938,69.77
7.279148,69.77
7.381954,69.77
7.484563,69.77
7.586333,69.77
7.688893,69.77
7.792387,69.77
7.894232,69.77
7.996900,69.77
8.097766,69.77
8.198667,69.77
8.301040,69.77
8.402398,69.77
8.503657,69.77
8.605099,69.77
8.706615,69.77
8.808994,69.77
8.910865,69.77
9.012801,69.77
9.114389,69.77
9.217435,69.77
9.318909,69.77
9.420590,69.77
9.522110,69.77
9.625168,69.77
9.726891,69.77
9.827130,69.77
9.929472,69.77
10.031990,69.77
10.134851,69.77
10.237931,69.77
10.340934,69.77
10.442948,69.77
10.545852,69.77
10.646915,69.77
10.750227,69.77
10.852599,69.77
10.953939,69.77
11.055283,69.77
11.156298,69.77
